student_id,course_id,satisfaction,contribution,general_sentiment
222,1137,2.7,2.5,4.3
1071,1053,5.0,3.6,4.4
1277,1257,4.8,2.5,4.5
784,1190,3.2,3.3,4.4
116,1256,3.4,4.6,3.3
198,1218,4.8,2.6,3.6
623,1081,4.7,3.5,3.2
1030,1212,2.7,4.8,3.5
1187,1194,3.4,4.7,4.3
653,1235,4.3,4.7,4.9
1029,1162,5.0,2.5,3.6
1444,1007,3.3,3.5,4.5
302,1227,4.8,3.2,4.0
766,1086,2.6,4.0,3.4
1416,1138,3.9,3.0,3.5
1066,1247,3.0,3.9,3.4
1359,1206,4.3,3.9,3.5
559,1041,3.5,3.6,2.5
625,1174,3.1,3.6,3.9
582,1000,4.7,3.9,3.7
1210,1035,5.0,4.2,3.7
1090,1074,4.0,3.4,3.4
747,1238,4.0,3.0,3.6
842,1223,2.7,3.6,3.4
112,1006,4.2,3.1,2.6
169,1230,2.7,3.6,4.3
572,1127,5.0,3.6,4.9
744,1135,3.8,3.9,4.7
376,1112,3.5,3.3,2.7
142,1125,4.6,4.4,5.0
518,1225,3.9,4.8,4.9
955,1247,4.5,3.4,3.8
861,1001,4.9,2.8,3.7
1349,1110,3.2,2.7,4.4
827,1252,3.7,3.5,3.0
126,1056,2.7,3.9,4.5
232,1260,4.1,2.9,2.7
1062,1000,4.3,3.5,2.8
1333,1128,3.2,2.9,4.0
591,1014,3.7,3.8,2.7
1138,1274,2.6,4.3,5.0
124,1202,4.7,4.3,3.4
214,1225,4.8,2.8,3.9
511,1157,4.2,3.4,4.6
902,1142,2.6,3.6,3.8
551,1109,2.5,3.9,2.8
8,1236,4.7,3.7,2.5
832,1008,3.9,4.8,2.6
492,1251,4.1,3.0,4.3
547,1201,3.4,3.2,2.6
1344,1231,2.9,4.6,3.2
944,1200,4.7,5.0,3.8
500,1014,4.8,4.0,4.7
209,1173,4.7,3.2,2.6
864,1128,3.7,4.1,4.8
562,1004,3.8,2.9,3.2
388,1081,3.6,2.7,5.0
601,1209,2.7,4.9,3.9
511,1183,4.8,4.4,2.5
473,1031,2.7,4.5,4.9
930,1019,4.1,4.4,2.6
1122,1044,2.8,3.4,2.5
1189,1023,2.9,3.7,4.5
1234,1200,5.0,4.1,3.3
25,1002,3.6,4.4,2.6
484,1006,3.4,4.9,4.7
1465,1068,3.6,4.6,2.8
505,1260,2.6,3.7,4.5
1183,1127,4.0,4.2,2.5
1104,1026,3.7,4.8,4.6
267,1021,4.1,4.7,3.9
803,1253,3.3,4.3,4.2
710,1242,3.1,4.1,4.5
456,1247,3.8,3.5,3.9
135,1270,3.0,4.6,3.4
275,1070,4.0,3.2,3.7
70,1278,2.8,4.6,2.7
788,1008,4.1,4.3,4.8
482,1267,4.9,3.0,3.3
253,1239,3.8,3.0,4.4
681,1043,4.4,2.6,3.3
614,1152,2.9,4.4,4.2
1369,1154,3.5,4.2,2.7
329,1128,4.7,3.0,4.7
1227,1067,4.5,3.4,3.1
987,1233,4.4,4.6,3.3
1485,1261,4.8,3.6,2.7
372,1263,4.7,4.9,3.6
597,1259,4.4,3.6,4.0
1419,1056,3.0,4.3,3.1
585,1089,3.2,3.9,3.0
148,1247,3.3,2.9,4.5
809,1270,3.5,5.0,4.8
1262,1002,4.9,3.2,4.8
582,1006,3.9,3.3,2.6
851,1220,4.5,4.8,4.3
162,1213,3.5,3.6,3.3
983,1223,2.7,4.9,2.9
849,1169,3.9,4.3,2.5
463,1235,2.6,4.8,4.8
1453,1082,3.3,2.6,4.1
921,1048,3.3,2.6,5.0
131,1233,2.8,3.1,4.9
1359,1223,5.0,3.7,3.8
194,1103,3.5,4.0,4.2
1012,1253,2.9,4.5,4.3
862,1238,3.6,3.5,4.2
373,1057,2.9,4.1,3.5
142,1118,4.1,4.8,3.3
884,1104,4.8,3.2,4.9
605,1153,4.2,5.0,4.7
665,1137,4.2,3.0,4.8
1367,1191,4.5,4.8,3.4
1312,1123,4.9,2.5,4.6
805,1002,4.4,4.2,2.6
180,1177,3.3,3.3,4.7
1035,1241,4.8,4.8,3.4
700,1213,4.5,4.2,4.0
1426,1277,3.6,4.7,3.3
712,1220,3.6,2.6,4.6
896,1196,2.7,3.6,3.0
916,1162,2.8,4.0,2.6
299,1222,3.4,4.4,4.2
1205,1267,4.1,4.8,4.2
1335,1232,4.6,2.6,5.0
167,1203,3.2,4.2,3.0
252,1278,3.3,4.3,3.0
571,1243,4.7,2.8,3.2
1306,1215,2.8,2.6,3.0
1345,1142,2.6,4.0,4.9
354,1061,3.2,2.7,3.2
1342,1095,4.0,2.7,3.1
314,1210,4.1,4.7,4.0
622,1184,2.9,3.9,3.4
673,1000,4.4,4.8,4.2
734,1015,3.4,2.6,3.5
324,1000,2.6,3.5,3.7
409,1254,4.9,2.5,2.5
3,1086,3.9,4.9,4.8
697,1096,3.9,2.7,3.5
1010,1234,3.6,3.2,4.4
813,1244,4.7,5.0,3.8
1173,1181,4.2,2.8,4.7
875,1233,3.0,3.0,4.6
157,1253,3.3,4.2,5.0
1352,1243,4.7,2.6,3.5
925,1135,3.6,4.4,4.6
601,1207,3.3,2.5,2.9
616,1110,3.4,2.5,3.7
861,1005,5.0,3.3,2.8
766,1090,3.5,3.2,3.6
971,1266,3.1,4.0,4.1
300,1220,4.2,3.9,4.4
1307,1227,3.0,3.1,3.3
163,1168,2.7,2.5,4.5
840,1247,3.9,4.1,4.7
1224,1130,4.6,2.6,3.1
867,1229,4.1,4.9,3.9
658,1109,3.5,3.1,2.5
123,1242,4.7,2.8,3.5
105,1231,3.6,4.5,4.0
1125,1220,2.5,4.7,3.3
743,1243,4.9,4.8,3.3
852,1139,4.7,3.9,4.5
830,1134,3.9,3.3,3.9
115,1193,3.0,2.9,4.3
1186,1267,4.4,3.3,3.5
492,1248,3.1,4.6,3.5
1494,1208,4.5,2.9,2.5
147,1123,4.2,3.6,3.4
1274,1257,3.0,3.1,5.0
1472,1008,4.7,4.2,2.8
847,1249,4.8,2.8,4.5
1495,1174,4.6,3.1,4.4
788,1005,2.5,3.0,4.3
831,1005,2.9,4.1,4.0
1385,1001,4.2,2.7,4.8
1044,1002,3.8,2.8,3.9
605,1157,3.7,2.5,3.4
369,1230,2.7,2.8,2.8
1018,1200,3.6,3.8,3.3
593,1228,3.9,4.3,4.7
284,1115,3.9,3.7,4.9
778,1009,2.9,4.2,3.5
223,1005,3.8,4.3,4.4
1296,1008,4.4,4.8,3.7
1027,1235,4.4,4.2,4.6
94,1139,2.7,4.9,4.0
558,1257,2.9,4.8,3.7
1444,1000,2.9,3.8,3.3
1284,1215,4.7,4.7,4.1
532,1000,5.0,2.8,4.3
292,1079,3.7,2.5,2.9
942,1219,3.0,3.2,2.8
101,1120,4.8,4.9,2.8
542,1195,4.9,2.6,2.7
1384,1128,3.2,5.0,4.1
81,1022,4.3,4.8,4.7
535,1241,4.4,2.7,4.9
360,1199,4.9,3.9,4.3
1500,1248,4.3,4.2,4.3
232,1258,4.3,2.8,4.1
973,1073,4.9,3.2,4.3
1069,1274,2.9,4.6,2.8
624,1148,3.6,3.4,4.8
325,1087,4.2,2.8,3.4
41,1005,3.0,4.7,4.4
345,1243,3.8,3.5,4.7
1098,1233,3.5,3.5,2.5
674,1257,5.0,2.6,4.3
691,1265,4.0,4.8,3.6
382,1248,3.6,3.5,4.0
332,1001,4.0,3.1,4.4
807,1249,4.2,4.1,5.0
477,1222,2.7,4.2,4.5
1456,1124,4.9,2.7,3.2
509,1219,4.7,2.6,4.9
756,1172,4.0,4.9,3.0
587,1031,4.9,2.6,3.1
1352,1252,4.9,3.9,3.2
698,1041,4.1,3.5,2.9
1139,1160,2.7,4.7,4.8
650,1037,3.5,2.5,2.6
469,1112,3.5,4.7,4.9
1491,1126,3.5,4.9,3.5
569,1168,4.9,4.7,2.6
1341,1102,3.1,3.5,2.9
425,1225,3.9,4.5,3.4
640,1222,2.7,4.0,4.4
1215,1057,4.5,3.3,2.6
1437,1248,4.9,3.5,3.0
1215,1025,3.3,4.4,4.3
1048,1046,3.9,3.4,3.3
1061,1276,4.0,2.9,3.0
59,1074,4.6,3.5,3.6
129,1263,4.6,2.7,4.9
96,1236,3.1,4.5,4.2
1170,1275,4.8,4.3,4.9
1184,1248,3.9,3.3,4.2
109,1229,2.8,3.8,3.8
364,1157,4.7,2.6,4.3
930,1037,4.9,4.0,4.2
520,1008,2.7,4.1,3.5
852,1137,4.1,4.3,4.8
1063,1206,4.3,4.1,3.9
70,1268,3.5,3.1,3.9
888,1008,4.5,4.7,4.3
700,1211,4.9,3.2,3.7
984,1213,4.9,4.7,4.2
112,1004,3.4,3.1,3.1
338,1253,4.9,4.9,2.6
1329,1006,4.2,2.7,4.3
27,1208,3.4,4.2,3.7
1433,1200,2.6,5.0,3.2
1187,1193,4.7,4.4,3.5
1297,1011,4.2,4.2,3.7
1490,1135,4.5,3.5,4.3
227,1130,4.3,5.0,4.3
721,1248,4.9,4.8,3.3
882,1256,3.0,4.9,3.6
1042,1081,3.9,5.0,3.2
166,1042,3.5,4.3,4.4
718,1084,3.5,4.5,3.6
1031,1099,4.8,2.8,2.9
786,1221,3.2,2.6,4.2
606,1226,2.5,3.3,4.6
1483,1029,4.0,4.8,3.8
1048,1050,4.5,3.0,3.5
858,1238,2.9,4.5,3.4
712,1198,3.5,3.3,3.6
1103,1142,2.8,4.8,2.5
680,1270,4.7,3.2,3.1
181,1036,4.4,4.0,2.8
599,1201,3.0,2.8,4.5
124,1198,2.6,4.2,3.2
888,1000,3.9,3.0,4.5
588,1244,2.9,3.5,2.8
1449,1006,4.4,4.7,3.0
746,1246,4.5,3.6,3.5
1065,1057,4.1,3.6,2.8
661,1253,4.8,4.8,2.6
1468,1039,4.1,4.3,3.7
482,1273,3.8,3.4,2.9
92,1274,4.8,2.7,4.3
941,1276,3.6,4.8,3.9
60,1005,3.3,3.0,4.5
384,1139,4.1,4.3,2.9
1491,1124,4.7,3.8,3.7
1081,1232,3.2,4.2,4.7
279,1268,3.7,2.8,3.0
16,1223,4.9,4.7,4.8
1372,1243,4.2,4.2,3.5
843,1237,3.4,4.4,2.9
972,1264,4.8,3.7,2.8
911,1005,3.6,4.2,3.5
488,1141,3.0,2.5,3.2
1269,1262,2.7,4.6,4.8
790,1246,4.1,3.4,2.9
561,1204,3.6,3.8,2.6
849,1154,4.8,3.3,3.8
493,1086,5.0,2.6,4.8
378,1042,3.7,4.2,4.3
162,1219,2.7,3.0,3.7
157,1245,4.6,3.0,3.6
903,1004,4.0,3.1,3.9
921,1029,4.5,4.4,3.0
172,1263,3.5,4.5,4.2
1189,1063,3.7,2.9,2.6
106,1277,2.8,3.4,3.4
1051,1016,4.3,3.8,3.5
1426,1266,4.8,2.6,4.1
657,1009,3.9,4.1,3.7
406,1132,3.1,2.8,3.4
540,1226,4.0,4.6,4.6
18,1273,4.2,4.8,2.9
656,1245,2.9,4.2,4.5
629,1004,3.1,4.0,4.7
1278,1208,4.0,2.9,3.2
1023,1239,4.6,4.2,4.6
1171,1136,4.5,3.1,3.4
427,1241,2.8,3.6,2.7
175,1085,3.4,2.6,3.5
758,1133,4.8,3.9,3.6
1194,1249,3.8,3.5,3.7
4,1013,4.9,4.4,4.5
1082,1242,4.6,3.0,2.6
1122,1060,2.5,2.8,3.5
1163,1098,3.4,4.6,4.6
132,1179,3.9,4.7,3.9
9,1104,3.9,4.9,4.3
1145,1209,4.9,3.7,4.5
357,1005,4.1,4.8,4.4
1420,1227,3.8,3.1,3.5
1065,1074,3.0,3.6,3.2
275,1022,2.9,4.9,4.9
1142,1175,5.0,5.0,2.9
1256,1269,2.9,4.3,2.5
527,1239,2.8,4.0,3.1
1334,1201,2.9,3.9,4.2
1259,1114,4.4,2.9,4.5
562,1002,5.0,4.1,3.0
173,1004,4.3,3.4,2.6
125,1137,3.0,4.7,5.0
1239,1005,3.3,3.4,2.6
33,1216,3.5,4.6,4.1
951,1249,4.3,4.7,3.1
857,1242,4.6,2.8,2.6
1470,1089,3.5,4.5,3.2
74,1002,4.6,2.5,4.2
747,1234,3.1,3.9,3.3
183,1063,2.8,3.9,2.9
1396,1236,4.7,2.7,4.4
1137,1140,2.9,4.2,3.8
1099,1247,3.2,3.5,3.9
839,1013,4.3,4.1,3.5
86,1137,3.3,3.2,3.7
1336,1274,3.4,3.1,2.7
1293,1257,2.9,4.1,2.7
642,1177,2.7,4.9,3.2
966,1001,2.7,4.4,4.2
1328,1175,3.3,3.2,3.9
6,1072,4.2,3.9,3.4
953,1088,5.0,4.0,3.6
102,1254,3.7,4.5,2.7
1455,1253,4.5,4.5,2.5
410,1007,2.9,4.9,4.2
1417,1276,2.7,4.7,3.7
680,1257,2.8,4.2,2.9
1069,1261,2.7,3.0,3.1
884,1095,4.3,4.8,4.1
317,1270,3.7,3.9,3.6
1450,1033,2.6,4.9,3.7
379,1232,2.7,3.6,4.7
478,1252,3.1,4.5,5.0
1447,1140,3.0,3.6,3.5
440,1139,4.4,3.7,3.3
898,1242,3.9,3.8,4.1
1168,1244,4.1,3.6,3.1
817,1159,4.1,3.0,4.1
1004,1006,3.9,4.8,4.2
919,1244,3.0,4.0,4.1
779,1135,3.5,3.3,2.6
164,1187,3.8,4.3,3.9
489,1044,3.3,3.1,2.9
916,1153,2.9,4.0,3.4
116,1274,2.6,3.4,4.5
1184,1251,3.2,3.2,4.1
1386,1275,4.5,3.2,2.5
1245,1224,2.6,2.9,4.9
797,1077,3.7,3.3,3.9
118,1079,4.4,3.7,3.2
216,1261,3.6,3.6,3.3
1470,1104,4.9,3.5,3.0
1123,1093,4.7,3.6,5.0
1386,1272,3.1,3.3,2.6
459,1262,3.1,3.3,3.1
779,1139,3.0,4.0,3.5
780,1199,3.2,3.6,3.0
1329,1005,3.7,2.7,4.7
1338,1251,3.9,3.4,3.9
1433,1213,3.5,3.3,2.6
897,1213,3.4,3.7,2.5
726,1123,3.4,2.8,3.8
969,1168,3.7,4.2,3.6
1106,1268,3.1,2.7,3.3
60,1007,3.2,3.8,4.6
920,1060,4.6,4.4,4.0
1079,1194,3.4,3.2,4.1
244,1003,3.1,4.9,4.4
59,1049,4.7,4.9,3.2
1292,1004,3.1,4.3,4.5
19,1111,4.5,3.3,2.8
956,1201,3.9,4.0,3.1
533,1124,4.0,4.6,4.9
818,1126,3.1,3.9,3.2
701,1249,3.9,3.2,3.5
211,1006,2.5,4.4,4.6
267,1056,4.2,2.9,3.1
948,1134,4.0,3.8,2.8
1399,1228,4.3,4.3,3.0
761,1008,3.9,4.5,4.1
539,1176,4.7,4.0,4.8
484,1002,2.7,2.9,4.9
1119,1045,5.0,4.4,3.6
1294,1248,2.7,2.9,4.7
1197,1006,4.4,3.7,3.3
242,1001,4.6,3.4,3.2
11,1216,4.3,3.5,3.3
611,1111,4.5,2.8,4.4
825,1256,2.6,2.5,3.3
459,1255,3.9,4.6,3.5
1204,1192,2.7,4.3,3.1
403,1035,2.6,2.6,4.7
935,1129,4.7,2.8,4.4
343,1248,3.0,4.7,3.3
1152,1134,3.5,3.4,4.3
9,1094,3.5,3.3,3.3
1451,1008,4.2,3.7,2.5
301,1002,4.8,4.9,2.7
438,1041,3.9,3.0,2.7
48,1254,4.3,3.9,3.0
1172,1132,4.2,3.5,3.1
279,1275,2.7,4.8,3.9
641,1113,2.6,3.0,4.7
59,1061,3.0,3.5,4.8
150,1104,4.4,2.6,3.1
903,1002,3.3,3.2,3.2
21,1111,3.0,2.8,3.3
1204,1201,4.2,4.3,3.5
755,1247,4.4,4.2,4.1
885,1275,4.5,3.9,2.6
517,1118,3.9,4.8,4.9
1382,1157,3.3,4.3,2.9
372,1270,4.7,3.5,4.0
927,1046,2.6,4.7,4.1
994,1247,4.1,4.9,3.6
495,1069,3.2,3.7,3.0
712,1210,2.6,3.0,3.3
1094,1278,2.9,3.8,4.5
425,1234,3.4,2.6,2.9
1160,1243,3.9,4.9,3.6
1473,1153,3.3,3.6,3.3
825,1255,4.7,4.8,2.9
1292,1006,3.0,3.8,2.9
979,1077,4.5,2.5,2.5
208,1257,3.3,3.9,2.8
1247,1124,3.0,2.5,2.6
833,1211,3.0,3.5,3.6
160,1091,4.3,2.8,4.8
775,1222,4.5,3.4,4.5
160,1112,3.6,3.6,4.4
1097,1261,4.0,3.4,4.5
303,1240,3.1,4.4,2.9
185,1115,4.1,3.0,2.7
511,1145,4.8,4.8,4.3
975,1104,3.9,3.1,3.7
463,1230,3.1,3.0,4.3
1475,1251,4.9,2.8,2.8
666,1069,3.2,2.7,4.9
1248,1175,4.0,4.4,5.0
354,1032,4.4,2.7,4.3
258,1080,4.9,4.2,2.8
360,1200,2.6,3.4,3.6
1364,1247,4.7,3.5,4.6
893,1235,4.2,3.9,4.3
767,1097,4.9,4.6,3.7
751,1207,4.1,3.7,4.6
698,1027,3.5,4.1,4.6
1014,1155,4.8,3.0,3.2
154,1174,3.5,4.1,3.1
582,1002,4.7,3.6,4.5
141,1133,3.7,2.9,3.8
1404,1108,4.8,2.9,3.3
184,1258,2.6,4.9,4.5
1415,1135,3.4,3.5,3.8
87,1080,4.3,4.8,4.3
1232,1253,2.9,3.1,3.1
1220,1226,3.0,3.9,4.9
714,1080,4.5,2.7,2.7
1274,1260,4.9,2.8,3.6
1005,1061,3.8,3.1,3.4
369,1234,4.2,3.5,4.8
1347,1237,4.0,4.2,4.7
196,1133,4.7,3.6,2.6
434,1156,4.6,3.2,2.6
1216,1117,4.1,3.1,2.9
116,1258,2.8,4.9,4.0
514,1254,4.2,2.9,3.3
1403,1238,4.7,4.4,3.7
457,1082,2.9,2.9,3.7
1160,1253,3.5,3.1,3.1
18,1263,3.6,2.9,3.4
1415,1141,3.2,2.9,3.4
1223,1129,3.4,3.3,4.5
930,1054,4.0,4.1,4.6
304,1256,3.0,3.0,4.3
392,1174,4.2,4.5,3.0
1469,1207,3.2,3.3,4.7
280,1248,4.6,3.3,4.6
1376,1027,3.7,4.0,4.8
1177,1267,2.5,3.7,4.5
93,1122,2.5,3.4,4.2
393,1276,4.4,4.2,2.7
710,1252,4.4,3.3,4.5
595,1230,3.6,3.1,4.3
159,1249,3.0,3.6,4.1
358,1231,2.9,4.7,4.4
591,1024,3.5,3.2,3.6
1216,1130,3.7,3.3,2.9
1197,1004,4.8,3.9,2.5
911,1008,2.7,3.5,3.9
1074,1236,2.9,4.0,2.6
1226,1258,3.4,4.3,2.9
614,1162,4.0,2.8,3.3
1244,1205,4.7,4.8,3.5
772,1140,2.6,4.0,3.3
1301,1027,4.2,4.0,3.1
1304,1135,3.1,4.2,4.5
1199,1053,4.1,2.9,4.1
690,1247,3.2,4.4,2.9
567,1130,3.6,2.7,4.2
381,1045,4.1,2.6,4.2
970,1122,3.3,3.0,4.3
311,1095,3.1,3.8,4.6
1348,1212,2.6,3.9,4.6
1412,1088,3.1,4.6,2.7
269,1000,4.1,2.9,2.9
128,1124,4.9,2.9,2.7
1406,1147,4.4,3.8,4.8
131,1240,2.8,3.4,2.9
1172,1139,3.6,3.5,3.7
734,1039,3.5,4.7,2.8
1071,1045,4.0,3.8,3.2
860,1116,3.8,3.5,5.0
983,1195,4.4,4.6,4.2
1476,1089,2.6,3.5,3.9
1482,1168,3.8,4.8,3.6
287,1189,3.8,3.1,3.3
365,1245,3.3,4.3,3.5
133,1104,3.5,4.9,3.5
966,1002,3.3,4.4,4.0
768,1260,4.3,3.0,4.1
825,1276,2.8,2.9,4.8
1421,1197,4.5,2.9,3.0
659,1193,2.5,4.2,2.6
893,1233,2.9,3.1,3.0
1152,1142,4.9,3.2,3.7
1010,1235,3.8,4.7,4.4
241,1011,4.3,2.8,3.7
1368,1227,4.0,2.9,4.4
1380,1244,4.0,4.0,4.0
329,1131,3.9,3.8,4.1
1430,1133,3.8,3.0,4.3
1169,1131,2.5,3.0,3.6
2,1192,3.5,4.3,4.4
399,1123,4.3,2.7,3.4
742,1112,3.0,2.9,3.3
634,1059,3.9,3.0,2.7
755,1248,3.3,2.6,4.5
931,1233,3.2,4.7,4.7
1016,1196,3.9,2.5,3.4
94,1128,4.2,4.8,4.6
1114,1265,4.0,4.1,3.9
1219,1224,4.0,2.6,3.5
1063,1221,4.2,2.9,3.6
943,1088,3.6,3.1,3.1
239,1044,4.6,5.0,3.0
712,1209,4.7,4.0,3.5
1079,1221,4.5,4.9,3.0
1487,1253,3.7,4.8,2.7
909,1005,3.3,2.8,4.1
884,1079,3.9,4.5,4.6
247,1129,3.5,3.5,2.8
330,1121,3.6,3.3,4.4
544,1102,2.5,2.7,2.9
918,1166,3.8,2.9,4.8
137,1134,4.3,2.9,4.2
1437,1244,4.6,4.3,3.1
1289,1242,4.7,3.7,4.0
870,1003,4.6,3.8,3.3
355,1227,4.8,4.3,4.3
1011,1180,3.5,4.7,3.7
538,1054,2.7,2.6,4.4
1214,1149,4.3,4.6,2.9
1232,1249,4.1,4.8,3.8
280,1250,4.6,4.5,3.1
1182,1249,2.7,2.8,4.0
331,1275,4.9,2.8,4.8
369,1241,4.2,3.4,4.0
141,1124,3.9,3.8,3.1
864,1136,4.2,3.4,3.7
502,1214,4.3,2.5,4.3
1497,1001,4.3,4.3,3.4
400,1211,4.2,4.6,3.8
460,1275,4.4,4.0,3.4
310,1244,4.6,2.8,3.6
1117,1002,3.3,3.8,3.9
1421,1208,4.9,3.4,3.1
940,1125,3.2,3.6,4.1
1317,1003,4.4,4.3,4.7
739,1239,3.9,4.0,3.6
742,1100,4.1,2.9,4.0
1265,1014,3.6,5.0,3.3
1486,1187,4.4,3.9,3.5
271,1006,2.6,2.5,4.5
737,1267,3.6,4.2,3.7
262,1240,3.9,4.2,4.6
590,1243,3.2,3.2,4.9
1454,1008,3.0,4.0,3.8
1409,1100,3.3,3.5,3.1
39,1200,4.6,3.8,4.1
950,1194,3.0,4.3,3.8
1047,1137,3.8,5.0,3.2
1108,1003,4.0,2.6,3.2
169,1228,2.5,4.0,4.2
1015,1119,3.8,3.5,2.5
428,1075,4.9,2.8,4.7
752,1062,2.6,3.5,4.9
802,1227,2.6,3.5,3.9
562,1003,4.8,2.5,3.9
1177,1273,3.2,4.6,3.4
1238,1138,2.8,3.1,3.9
1415,1137,3.8,3.9,4.7
570,1021,4.5,3.3,3.3
1139,1170,4.5,3.9,4.0
631,1229,4.3,3.2,4.6
1109,1248,5.0,3.9,3.5
438,1077,4.7,2.5,4.8
468,1206,3.6,3.4,2.5
1137,1143,2.5,2.6,3.4
146,1243,3.5,4.2,2.8
793,1099,4.7,4.4,3.4
1119,1053,3.0,4.8,4.9
635,1009,3.5,2.7,3.2
986,1164,3.9,4.6,4.9
1267,1215,4.2,4.7,3.2
210,1067,3.6,2.6,4.4
1087,1240,4.8,4.8,4.1
921,1077,3.8,2.9,4.7
730,1133,4.5,2.6,4.1
915,1242,3.0,3.4,4.2
1096,1162,2.6,3.2,3.2
95,1249,4.9,3.1,4.0
574,1235,4.8,3.5,3.2
1338,1250,3.4,3.6,4.8
1056,1273,3.5,4.8,2.9
531,1006,4.8,3.4,4.5
1011,1182,2.8,3.3,3.4
1247,1141,4.0,4.7,2.8
1432,1265,4.8,4.4,3.0
51,1252,4.6,2.8,2.5
1383,1002,3.1,4.8,4.1
270,1174,3.2,4.5,3.1
568,1004,3.3,4.8,3.3
865,1167,3.2,4.5,3.4
925,1120,3.1,3.6,2.9
1422,1228,4.6,4.5,3.8
143,1266,3.3,3.7,2.7
523,1202,2.8,3.3,3.4
636,1116,2.8,4.3,4.7
688,1100,4.0,2.5,3.1
1419,1025,2.8,3.0,2.7
91,1090,4.7,4.8,4.4
1379,1197,3.1,4.4,2.9
546,1235,4.9,3.7,3.6
151,1237,3.2,4.1,4.3
419,1120,4.0,3.9,4.3
77,1239,3.3,3.3,3.0
882,1263,4.2,2.9,4.6
994,1253,2.8,4.6,2.8
735,1079,2.8,3.8,3.7
407,1063,4.0,3.6,2.6
920,1074,4.8,3.8,4.1
851,1212,3.4,4.0,3.1
58,1044,3.6,3.2,3.1
1436,1182,3.4,3.0,4.4
605,1155,3.2,4.7,4.3
1497,1004,4.6,3.2,4.6
693,1091,4.6,2.8,4.0
422,1002,4.3,4.9,3.6
25,1003,3.1,4.6,4.0
760,1246,2.6,3.1,3.8
38,1182,2.6,3.0,3.8
72,1081,3.6,4.7,2.7
263,1214,3.0,4.6,3.8
426,1257,4.0,3.0,4.8
668,1232,3.8,3.8,4.7
1002,1169,4.5,3.9,3.4
1111,1006,2.9,3.9,3.0
655,1000,3.2,3.9,3.0
646,1176,4.2,3.3,2.8
1005,1038,4.2,3.5,4.6
65,1166,3.0,3.3,3.1
1107,1022,4.5,4.5,2.6
94,1136,3.8,4.7,3.4
1365,1246,4.2,3.0,3.2
701,1247,3.5,2.7,3.7
1176,1256,4.4,4.8,4.0
1022,1162,3.5,4.8,5.0
256,1003,3.1,4.5,2.8
1193,1003,4.0,3.1,3.4
1430,1135,4.5,3.2,4.8
212,1009,2.6,4.0,4.0
354,1043,2.6,2.6,2.6
1147,1028,4.0,3.4,3.1
934,1074,2.5,4.8,4.6
1390,1037,4.2,3.4,2.7
1385,1000,2.7,4.0,4.2
417,1247,3.2,3.2,4.1
903,1001,3.5,4.3,3.8
111,1237,3.8,4.0,4.8
1373,1151,4.6,4.0,3.6
1257,1123,3.4,2.9,4.8
830,1137,3.4,4.4,3.7
1487,1245,4.1,3.9,4.4
1089,1195,2.8,3.8,2.8
319,1087,4.0,2.9,2.7
1030,1220,4.4,3.7,3.8
1143,1148,4.2,4.2,4.1
1025,1003,2.7,2.8,3.8
1213,1028,3.0,4.0,4.6
155,1119,4.7,3.7,4.8
40,1137,4.4,3.8,4.8
840,1243,3.2,3.3,2.7
268,1267,3.2,4.8,3.6
485,1197,4.4,2.9,5.0
102,1244,5.0,2.8,3.0
1427,1036,3.0,2.6,3.8
392,1158,3.4,3.6,3.8
777,1251,4.4,3.9,4.0
621,1223,5.0,4.6,2.7
180,1150,4.9,3.3,2.5
1076,1106,4.6,4.3,4.0
440,1138,4.8,4.9,4.3
668,1241,4.1,2.9,2.8
426,1256,3.7,2.6,3.3
543,1141,3.9,3.6,3.6
404,1218,3.0,4.6,3.4
478,1243,4.1,4.1,4.4
794,1123,3.8,2.6,4.3
48,1253,4.9,2.5,4.6
1207,1219,3.3,2.8,3.5
927,1053,4.4,2.8,3.9
165,1088,4.5,2.7,3.1
1346,1008,4.6,2.8,3.9
979,1074,3.7,2.8,4.7
1355,1013,3.4,3.1,3.6
393,1268,3.9,4.2,3.3
366,1246,3.8,2.8,3.8
1244,1222,2.8,3.2,2.7
455,1076,2.8,3.0,3.7
806,1225,3.5,4.8,4.8
908,1132,4.5,3.8,3.0
1462,1007,4.4,2.8,3.6
384,1122,3.0,3.4,4.3
1221,1253,3.5,3.1,3.4
225,1128,4.5,2.7,2.5
1000,1075,3.3,3.3,4.7
1105,1224,4.4,4.9,2.7
229,1269,4.1,3.2,4.2
547,1211,2.7,3.3,3.5
177,1161,3.4,4.0,3.9
917,1189,3.4,4.5,2.8
166,1032,3.4,3.1,4.9
762,1267,4.0,4.2,4.6
194,1086,4.8,3.7,3.0
279,1259,2.6,2.9,4.0
538,1060,5.0,4.1,3.5
69,1215,3.4,3.1,2.9
1495,1150,2.7,4.5,3.1
452,1247,4.5,4.2,2.7
1150,1100,4.7,4.1,4.2
227,1134,4.9,3.3,4.7
1033,1147,3.3,4.7,4.1
1006,1203,3.2,4.6,2.6
1078,1248,3.4,2.8,3.0
432,1162,3.9,2.5,3.7
1062,1002,3.0,3.2,3.7
1137,1117,3.0,2.8,4.6
701,1253,4.7,3.2,3.1
71,1000,3.2,2.8,4.4
553,1020,3.1,3.3,3.0
1085,1055,2.6,3.5,4.5
416,1272,3.5,3.5,4.2
73,1278,4.7,4.1,4.0
