student_id,course_id,rank,preference_score
560,1274,5,0.39
561,1224,1,1.0
561,1195,2,0.89
561,1217,3,0.7
561,1204,4,0.56
562,1003,1,0.96
562,1004,2,0.84
562,1002,3,0.69
562,1007,4,0.52
562,1001,5,0.41
562,1008,6,0.21
563,1152,1,1.0
563,1174,2,0.87
563,1175,3,0.71
563,1164,4,0.57
563,1183,5,0.44
564,1274,1,0.98
564,1264,2,0.84
564,1257,3,0.74
565,1202,1,0.98
565,1223,2,0.9
565,1201,3,0.72
565,1193,4,0.53
565,1213,5,0.37
565,1199,6,0.24
566,1229,1,1.0
566,1227,2,0.89
566,1228,3,0.7
567,1130,1,0.99
567,1124,2,0.85
567,1141,3,0.72
567,1136,4,0.58
567,1126,5,0.39
567,1140,6,0.26
568,1000,1,0.96
568,1004,2,0.87
568,1003,3,0.67
569,1190,1,1.0
569,1151,2,0.8
569,1168,3,0.69
569,1189,4,0.57
570,1021,1,1.0
570,1020,2,0.85
570,1070,3,0.72
570,1075,4,0.56
570,1042,5,0.38
571,1252,1,0.97
571,1247,2,0.81
571,1248,3,0.75
571,1243,4,0.53
572,1119,1,0.99
572,1143,2,0.8
572,1127,3,0.69
573,1004,1,0.97
573,1005,2,0.85
573,1002,3,0.72
574,1236,1,0.98
574,1239,2,0.88
574,1235,3,0.71
574,1231,4,0.57
574,1238,5,0.45
574,1232,6,0.27
575,1036,1,0.96
575,1068,2,0.81
575,1018,3,0.67
575,1037,4,0.58
575,1072,5,0.42
576,1105,1,1.0
576,1083,2,0.82
576,1092,3,0.71
576,1108,4,0.56
577,1256,1,1.0
577,1268,2,0.89
577,1258,3,0.7
577,1269,4,0.51
577,1276,5,0.43
577,1263,6,0.21
578,1268,1,0.95
578,1257,2,0.82
578,1271,3,0.67
578,1278,4,0.57
578,1272,5,0.45
578,1266,6,0.25
579,1033,1,1.0
579,1023,2,0.82
579,1028,3,0.71
579,1067,4,0.58
579,1039,5,0.36
579,1034,6,0.2
580,1087,1,1.0
580,1109,2,0.88
580,1093,3,0.72
580,1114,4,0.56
580,1080,5,0.41
580,1095,6,0.23
581,1263,1,0.99
581,1257,2,0.85
581,1278,3,0.72
581,1258,4,0.59
581,1256,5,0.44
581,1259,6,0.29
582,1006,1,1.0
582,1002,2,0.85
582,1000,3,0.69
582,1009,4,0.53
583,1025,1,0.98
583,1046,2,0.86
583,1068,3,0.74
584,1031,1,1.0
584,1076,2,0.89
584,1049,3,0.68
585,1112,1,0.95
585,1104,2,0.83
585,1087,3,0.67
585,1082,4,0.53
585,1079,5,0.37
585,1089,6,0.22
586,1109,1,1.0
586,1086,2,0.89
586,1101,3,0.72
586,1089,4,0.55
586,1095,5,0.44
587,1031,1,1.0
587,1074,2,0.88
587,1043,3,0.72
587,1030,4,0.57
587,1060,5,0.43
587,1067,6,0.28
588,1250,1,1.0
588,1252,2,0.83
588,1244,3,0.72
588,1248,4,0.57
589,1242,1,0.97
589,1251,2,0.82
589,1246,3,0.7
589,1254,4,0.58
590,1252,1,0.98
590,1251,2,0.82
590,1246,3,0.65
590,1253,4,0.5
590,1243,5,0.44
590,1245,6,0.24
591,1014,1,0.97
591,1024,2,0.89
591,1019,3,0.7
591,1050,4,0.58
592,1260,1,0.99
592,1278,2,0.86
592,1263,3,0.66
592,1259,4,0.52
592,1256,5,0.38
593,1228,1,1.0
593,1227,2,0.88
593,1240,3,0.73
593,1229,4,0.56
593,1233,5,0.44
594,1163,1,1.0
594,1147,2,0.89
594,1171,3,0.69
595,1239,1,1.0
595,1230,2,0.88
595,1227,3,0.75
595,1229,4,0.58
595,1240,5,0.41
595,1237,6,0.29
596,1244,1,1.0
596,1250,2,0.8
596,1254,3,0.66
597,1274,1,1.0
597,1259,2,0.89
597,1258,3,0.67
598,1045,1,1.0
598,1065,2,0.88
598,1031,3,0.7
598,1030,4,0.59
598,1064,5,0.37
599,1208,1,0.98
599,1220,2,0.81
599,1201,3,0.73
599,1223,4,0.54
599,1199,5,0.39
600,1266,1,0.97
600,1261,2,0.88
600,1275,3,0.68
601,1215,1,0.96
601,1201,2,0.84
601,1209,3,0.73
601,1207,4,0.54
602,1014,1,0.97
602,1068,2,0.88
602,1055,3,0.69
602,1038,4,0.52
603,1009,1,0.99
603,1002,2,0.84
603,1000,3,0.7
603,1003,4,0.59
603,1005,5,0.43
603,1004,6,0.24
604,1098,1,0.99
604,1095,2,0.88
604,1086,3,0.72
605,1157,1,0.96
605,1155,2,0.83
605,1153,3,0.75
606,1225,1,0.99
606,1233,2,0.84
606,1232,3,0.65
606,1226,4,0.59
607,1102,1,1.0
607,1099,2,0.81
607,1095,3,0.71
607,1106,4,0.57
608,1267,1,0.99
608,1262,2,0.89
608,1263,3,0.72
608,1269,4,0.59
608,1259,5,0.42
609,1133,1,1.0
609,1135,2,0.8
609,1117,3,0.68
609,1127,4,0.55
609,1142,5,0.44
610,1040,1,0.99
610,1055,2,0.82
610,1062,3,0.7
610,1070,4,0.58
610,1011,5,0.42
610,1064,6,0.27
611,1111,1,1.0
611,1108,2,0.89
611,1115,3,0.66
611,1103,4,0.55
611,1096,5,0.39
611,1083,6,0.27
612,1163,1,1.0
612,1176,2,0.85
612,1147,3,0.67
612,1182,4,0.55
613,1087,1,1.0
613,1086,2,0.88
613,1114,3,0.67
613,1104,4,0.5
613,1116,5,0.43
614,1185,1,0.97
614,1176,2,0.88
614,1148,3,0.72
614,1162,4,0.6
614,1152,5,0.36
615,1133,1,1.0
615,1117,2,0.83
615,1122,3,0.7
616,1110,1,0.95
616,1085,2,0.87
616,1096,3,0.66
617,1211,1,1.0
617,1213,2,0.8
617,1201,3,0.68
617,1197,4,0.52
617,1199,5,0.42
618,1244,1,0.99
618,1250,2,0.83
618,1247,3,0.73
618,1251,4,0.57
619,1117,1,1.0
619,1131,2,0.85
619,1130,3,0.67
619,1119,4,0.53
620,1267,1,1.0
620,1257,2,0.84
620,1277,3,0.66
620,1278,4,0.57
621,1222,1,0.96
621,1211,2,0.81
621,1204,3,0.74
621,1203,4,0.55
621,1223,5,0.39
621,1208,6,0.24
622,1188,1,1.0
622,1165,2,0.85
622,1180,3,0.69
622,1148,4,0.53
622,1175,5,0.4
622,1184,6,0.24
623,1082,1,1.0
623,1089,2,0.89
623,1081,3,0.72
623,1079,4,0.54
623,1113,5,0.37
623,1105,6,0.25
624,1148,1,1.0
624,1153,2,0.81
624,1152,3,0.72
624,1167,4,0.59
624,1158,5,0.36
624,1181,6,0.22
625,1157,1,0.95
625,1174,2,0.82
625,1151,3,0.71
625,1176,4,0.59
625,1166,5,0.36
625,1150,6,0.29
626,1135,1,0.96
626,1133,2,0.86
626,1124,3,0.65
627,1208,1,0.96
627,1198,2,0.83
627,1211,3,0.69
627,1193,4,0.53
628,1097,1,1.0
628,1102,2,0.81
628,1080,3,0.71
629,1000,1,1.0
629,1002,2,0.83
629,1004,3,0.68
630,1226,1,1.0
630,1240,2,0.85
630,1232,3,0.66
630,1236,4,0.53
631,1232,1,0.99
631,1233,2,0.86
631,1229,3,0.71
632,1141,1,1.0
632,1130,2,0.85
632,1124,3,0.72
632,1120,4,0.56
632,1128,5,0.43
633,1262,1,1.0
633,1276,2,0.87
633,1264,3,0.66
633,1256,4,0.57
633,1255,5,0.36
633,1263,6,0.26
634,1017,1,0.99
634,1062,2,0.89
634,1059,3,0.68
634,1066,4,0.5
634,1038,5,0.42
634,1029,6,0.24
635,1009,1,1.0
635,1002,2,0.89
635,1004,3,0.72
635,1008,4,0.56
635,1007,5,0.43
636,1090,1,1.0
636,1116,2,0.81
636,1101,3,0.71
636,1093,4,0.52
636,1079,5,0.41
637,1233,1,1.0
637,1227,2,0.85
637,1232,3,0.73
638,1276,1,0.96
638,1256,2,0.89
638,1255,3,0.67
639,1054,1,0.98
639,1047,2,0.82
639,1062,3,0.73
640,1201,1,0.96
640,1222,2,0.85
640,1202,3,0.68
640,1212,4,0.56
640,1200,5,0.4
640,1223,6,0.29
641,1085,1,0.99
641,1087,2,0.84
641,1112,3,0.74
641,1113,4,0.53
641,1109,5,0.38
642,1177,1,1.0
642,1159,2,0.85
642,1165,3,0.68
643,1255,1,0.98
643,1276,2,0.81
643,1274,3,0.68
643,1262,4,0.54
644,1103,1,0.96
644,1080,2,0.9
644,1087,3,0.67
644,1099,4,0.57
645,1009,1,0.99
645,1001,2,0.83
645,1006,3,0.69
645,1004,4,0.53
645,1002,5,0.39
646,1176,1,0.96
646,1166,2,0.82
646,1180,3,0.71
647,1000,1,1.0
647,1006,2,0.88
647,1009,3,0.69
647,1003,4,0.51
648,1244,1,0.98
648,1247,2,0.86
648,1246,3,0.66
649,1241,1,0.99
649,1229,2,0.82
649,1238,3,0.74
650,1030,1,1.0
650,1042,2,0.86
650,1037,3,0.66
650,1021,4,0.58
650,1035,5,0.42
651,1276,1,0.98
651,1270,2,0.84
651,1263,3,0.66
651,1256,4,0.56
652,1167,1,1.0
652,1144,2,0.81
652,1148,3,0.7
652,1163,4,0.52
653,1240,1,1.0
653,1235,2,0.84
653,1230,3,0.74
653,1227,4,0.55
654,1117,1,1.0
654,1124,2,0.9
654,1139,3,0.71
655,1000,1,0.95
655,1008,2,0.89
655,1001,3,0.7
655,1009,4,0.56
656,1247,1,1.0
656,1250,2,0.88
656,1248,3,0.67
656,1254,4,0.58
656,1245,5,0.38
656,1253,6,0.22
657,1009,1,0.98
657,1004,2,0.84
657,1007,3,0.66
658,1109,1,1.0
658,1114,2,0.9
658,1116,3,0.74
658,1110,4,0.52
659,1217,1,1.0
659,1213,2,0.89
659,1193,3,0.71
659,1220,4,0.6
659,1198,5,0.42
660,1247,1,0.97
660,1252,2,0.9
660,1246,3,0.68
660,1250,4,0.55
660,1248,5,0.41
661,1246,1,1.0
661,1243,2,0.81
661,1253,3,0.74
662,1077,1,0.95
662,1019,2,0.8
662,1071,3,0.67
662,1052,4,0.56
662,1046,5,0.42
662,1054,6,0.25
663,1272,1,1.0
663,1268,2,0.88
663,1264,3,0.71
663,1262,4,0.51
663,1275,5,0.35
663,1278,6,0.28
664,1123,1,1.0
664,1117,2,0.84
664,1125,3,0.73
664,1133,4,0.58
664,1119,5,0.39
664,1122,6,0.22
665,1127,1,0.96
665,1137,2,0.84
665,1130,3,0.67
666,1017,1,0.97
666,1069,2,0.8
666,1033,3,0.68
667,1002,1,0.97
667,1006,2,0.88
667,1001,3,0.71
667,1007,4,0.58
667,1005,5,0.37
668,1234,1,1.0
668,1232,2,0.8
668,1228,3,0.7
668,1236,4,0.57
668,1241,5,0.41
668,1238,6,0.2
669,1115,1,0.96
669,1087,2,0.83
669,1096,3,0.7
669,1089,4,0.52
669,1114,5,0.37
669,1081,6,0.27
670,1127,1,0.96
670,1125,2,0.81
670,1134,3,0.66
670,1138,4,0.53
671,1269,1,1.0
671,1265,2,0.87
671,1275,3,0.68
671,1262,4,0.58
672,1222,1,1.0
672,1212,2,0.87
672,1217,3,0.7
673,1003,1,1.0
673,1009,2,0.89
673,1007,3,0.65
673,1008,4,0.54
673,1000,5,0.42
674,1259,1,1.0
674,1275,2,0.83
674,1257,3,0.73
675,1258,1,0.98
675,1276,2,0.87
675,1268,3,0.7
675,1278,4,0.54
675,1263,5,0.43
675,1273,6,0.29
676,1189,1,0.95
676,1175,2,0.89
676,1165,3,0.7
676,1191,4,0.53
677,1252,1,0.97
677,1253,2,0.81
677,1248,3,0.71
677,1242,4,0.5
677,1250,5,0.42
677,1245,6,0.3
678,1225,1,1.0
678,1235,2,0.89
678,1241,3,0.67
678,1226,4,0.53
678,1239,5,0.36
678,1227,6,0.26
679,1248,1,1.0
679,1245,2,0.88
679,1250,3,0.71
680,1270,1,1.0
680,1257,2,0.82
680,1271,3,0.7
680,1269,4,0.6
680,1255,5,0.43
681,1025,1,1.0
681,1064,2,0.82
681,1043,3,0.66
681,1037,4,0.56
681,1059,5,0.39
682,1175,1,1.0
682,1147,2,0.86
682,1166,3,0.66
683,1248,1,1.0
683,1252,2,0.84
683,1243,3,0.74
684,1080,1,1.0
684,1110,2,0.81
684,1086,3,0.73
685,1201,1,0.98
685,1216,2,0.86
685,1198,3,0.66
686,1201,1,1.0
686,1217,2,0.83
686,1194,3,0.69
687,1227,1,1.0
687,1240,2,0.84
687,1236,3,0.74
688,1100,1,1.0
688,1091,2,0.85
688,1109,3,0.69
689,1243,1,0.98
689,1250,2,0.89
689,1252,3,0.73
690,1242,1,1.0
690,1250,2,0.86
690,1244,3,0.66
690,1246,4,0.5
690,1251,5,0.42
690,1247,6,0.26
691,1271,1,1.0
691,1265,2,0.81
691,1266,3,0.7
691,1255,4,0.54
692,1254,1,1.0
692,1245,2,0.84
692,1247,3,0.67
692,1248,4,0.58
692,1250,5,0.36
692,1252,6,0.23
693,1102,1,1.0
693,1086,2,0.87
693,1097,3,0.69
693,1091,4,0.56
693,1098,5,0.4
693,1116,6,0.21
694,1210,1,0.98
694,1196,2,0.83
694,1197,3,0.69
694,1224,4,0.5
694,1215,5,0.41
694,1218,6,0.27
695,1257,1,0.97
695,1256,2,0.88
695,1260,3,0.71
696,1003,1,0.99
696,1002,2,0.82
696,1006,3,0.67
697,1084,1,1.0
697,1096,2,0.83
697,1113,3,0.72
697,1095,4,0.57
698,1027,1,1.0
698,1036,2,0.83
698,1041,3,0.71
698,1072,4,0.6
698,1074,5,0.41
698,1031,6,0.24
699,1245,1,0.96
699,1242,2,0.89
699,1251,3,0.74
699,1254,4,0.55
700,1213,1,1.0
700,1206,2,0.87
700,1211,3,0.7
701,1253,1,0.97
701,1245,2,0.87
701,1249,3,0.75
701,1247,4,0.53
702,1021,1,0.97
702,1023,2,0.82
702,1034,3,0.75
702,1074,4,0.54
702,1066,5,0.36
702,1027,6,0.2
703,1210,1,0.96
703,1200,2,0.84
703,1207,3,0.71
704,1230,1,0.95
704,1235,2,0.8
704,1236,3,0.67
704,1231,4,0.52
704,1227,5,0.44
705,1252,1,0.98
705,1249,2,0.86
705,1254,3,0.67
705,1247,4,0.5
706,1272,1,1.0
706,1269,2,0.8
706,1278,3,0.72
706,1265,4,0.54
706,1260,5,0.43
707,1172,1,0.98
707,1167,2,0.82
707,1169,3,0.7
708,1107,1,1.0
708,1111,2,0.87
708,1109,3,0.74
708,1082,4,0.6
708,1098,5,0.45
709,1031,1,1.0
709,1054,2,0.81
709,1020,3,0.66
709,1015,4,0.59
709,1049,5,0.43
709,1074,6,0.22
710,1244,1,1.0
710,1245,2,0.83
710,1249,3,0.69
710,1242,4,0.56
710,1253,5,0.44
710,1252,6,0.28
711,1002,1,1.0
711,1000,2,0.83
711,1005,3,0.66
711,1008,4,0.52
712,1210,1,1.0
712,1222,2,0.89
712,1209,3,0.75
712,1198,4,0.59
712,1220,5,0.37
713,1028,1,1.0
713,1050,2,0.88
713,1055,3,0.71
714,1106,1,1.0
714,1114,2,0.88
714,1080,3,0.71
714,1089,4,0.55
715,1254,1,1.0
715,1242,2,0.82
715,1245,3,0.72
715,1243,4,0.55
715,1252,5,0.4
715,1251,6,0.3
716,1007,1,0.98
716,1000,2,0.84
716,1001,3,0.74
716,1009,4,0.56
716,1004,5,0.35
716,1005,6,0.22
717,1198,1,1.0
717,1214,2,0.82
717,1221,3,0.67
717,1206,4,0.54
718,1108,1,1.0
718,1106,2,0.89
718,1089,3,0.69
718,1098,4,0.56
718,1079,5,0.36
718,1084,6,0.21
719,1206,1,1.0
719,1213,2,0.82
719,1222,3,0.65
719,1221,4,0.55
719,1192,5,0.38
719,1200,6,0.25
720,1103,1,0.99
720,1096,2,0.88
720,1109,3,0.68
720,1105,4,0.54
720,1113,5,0.37
720,1094,6,0.22
721,1248,1,0.99
721,1250,2,0.81
721,1251,3,0.73
722,1174,1,1.0
722,1185,2,0.89
722,1172,3,0.66
723,1121,1,0.99
723,1139,2,0.85
723,1117,3,0.68
724,1258,1,0.98
724,1278,2,0.87
724,1259,3,0.73
724,1264,4,0.58
724,1276,5,0.37
725,1155,1,1.0
725,1152,2,0.88
725,1158,3,0.72
725,1175,4,0.59
726,1132,1,1.0
726,1123,2,0.83
726,1127,3,0.68
727,1250,1,1.0
727,1252,2,0.88
727,1251,3,0.73
727,1249,4,0.5
727,1246,5,0.42
727,1242,6,0.3
728,1250,1,1.0
728,1242,2,0.82
728,1249,3,0.72
728,1244,4,0.52
729,1247,1,1.0
729,1245,2,0.88
729,1253,3,0.73
729,1254,4,0.57
730,1134,1,0.98
730,1121,2,0.81
730,1141,3,0.73
730,1133,4,0.54
730,1131,5,0.44
730,1143,6,0.24
731,1005,1,0.99
731,1001,2,0.86
731,1003,3,0.69
731,1009,4,0.56
731,1007,5,0.36
731,1004,6,0.29
732,1055,1,1.0
732,1010,2,0.87
732,1013,3,0.69
733,1129,1,0.99
733,1142,2,0.87
733,1121,3,0.69
733,1119,4,0.58
734,1015,1,0.98
734,1039,2,0.8
734,1027,3,0.73
734,1032,4,0.59
734,1037,5,0.37
735,1095,1,1.0
735,1111,2,0.88
735,1078,3,0.74
735,1097,4,0.56
735,1079,5,0.39
736,1271,1,0.97
736,1266,2,0.84
736,1255,3,0.7
736,1274,4,0.52
736,1269,5,0.36
736,1270,6,0.26
737,1265,1,1.0
737,1275,2,0.83
737,1267,3,0.67
737,1255,4,0.57
737,1261,5,0.37
737,1274,6,0.28
738,1260,1,0.95
738,1263,2,0.82
738,1265,3,0.74
738,1269,4,0.54
738,1274,5,0.37
738,1267,6,0.23
739,1230,1,1.0
739,1237,2,0.84
739,1239,3,0.65
740,1118,1,1.0
740,1124,2,0.84
740,1134,3,0.67
740,1119,4,0.51
740,1133,5,0.4
741,1004,1,1.0
741,1001,2,0.84
741,1006,3,0.74
741,1002,4,0.52
741,1000,5,0.44
741,1005,6,0.23
742,1108,1,0.97
742,1078,2,0.86
742,1112,3,0.68
742,1100,4,0.52
742,1115,5,0.42
742,1087,6,0.25
743,1249,1,0.95
743,1252,2,0.81
743,1243,3,0.66
743,1251,4,0.54
744,1119,1,1.0
744,1138,2,0.89
744,1139,3,0.74
744,1135,4,0.55
745,1027,1,1.0
745,1068,2,0.83
745,1023,3,0.74
746,1245,1,0.98
746,1249,2,0.88
746,1243,3,0.73
746,1246,4,0.54
746,1250,5,0.43
746,1247,6,0.28
747,1232,1,0.97
747,1241,2,0.89
747,1234,3,0.72
747,1238,4,0.55
747,1236,5,0.44
747,1240,6,0.22
748,1255,1,0.99
748,1258,2,0.89
748,1259,3,0.67
749,1054,1,0.98
749,1035,2,0.86
749,1064,3,0.68
749,1019,4,0.59
750,1157,1,1.0
750,1147,2,0.84
750,1168,3,0.73
750,1180,4,0.51
751,1217,1,0.96
751,1207,2,0.81
751,1199,3,0.73
751,1208,4,0.53
751,1221,5,0.4
752,1043,1,0.97
752,1077,2,0.8
752,1062,3,0.65
752,1039,4,0.56
752,1076,5,0.42
753,1048,1,0.99
753,1074,2,0.87
753,1045,3,0.74
753,1026,4,0.54
753,1063,5,0.35
753,1015,6,0.21
754,1120,1,0.98
754,1134,2,0.87
754,1125,3,0.7
754,1137,4,0.51
755,1253,1,1.0
755,1247,2,0.84
755,1248,3,0.7
755,1251,4,0.53
756,1151,1,0.97
756,1154,2,0.8
756,1160,3,0.66
756,1172,4,0.53
757,1260,1,0.97
757,1263,2,0.87
757,1256,3,0.65
757,1274,4,0.53
757,1272,5,0.39
757,1277,6,0.22
758,1132,1,1.0
758,1133,2,0.85
758,1119,3,0.69
759,1094,1,1.0
759,1084,2,0.88
759,1109,3,0.71
760,1245,1,0.99
760,1246,2,0.83
760,1252,3,0.66
761,1004,1,0.95
761,1008,2,0.84
761,1005,3,0.67
762,1267,1,0.99
762,1271,2,0.82
762,1260,3,0.66
762,1269,4,0.54
763,1138,1,0.98
763,1122,2,0.82
763,1142,3,0.72
764,1276,1,1.0
764,1256,2,0.81
764,1277,3,0.73
764,1270,4,0.57
765,1248,1,0.95
765,1253,2,0.85
765,1242,3,0.73
765,1252,4,0.53
766,1103,1,1.0
766,1099,2,0.89
766,1086,3,0.69
766,1090,4,0.54
767,1095,1,0.97
767,1097,2,0.84
767,1101,3,0.67
767,1102,4,0.54
768,1271,1,0.95
768,1270,2,0.82
768,1260,3,0.67
768,1269,4,0.57
768,1277,5,0.38
769,1102,1,0.95
769,1109,2,0.89
769,1105,3,0.69
769,1110,4,0.58
769,1090,5,0.4
770,1136,1,1.0
770,1129,2,0.88
770,1133,3,0.74
771,1255,1,0.98
771,1258,2,0.81
771,1265,3,0.68
771,1277,4,0.56
772,1121,1,1.0
772,1132,2,0.9
772,1142,3,0.72
772,1134,4,0.53
772,1140,5,0.41
772,1122,6,0.29
773,1097,1,1.0
773,1113,2,0.87
773,1089,3,0.66
773,1092,4,0.5
773,1099,5,0.44
774,1229,1,0.99
774,1225,2,0.86
774,1239,3,0.67
774,1235,4,0.56
774,1233,5,0.45
774,1230,6,0.22
775,1203,1,0.98
775,1202,2,0.87
775,1222,3,0.73
776,1007,1,0.96
776,1004,2,0.84
776,1000,3,0.68
777,1242,1,0.99
777,1251,2,0.86
777,1250,3,0.67
777,1249,4,0.57
778,1009,1,1.0
778,1007,2,0.83
778,1004,3,0.68
778,1000,4,0.56
778,1005,5,0.43
778,1006,6,0.25
779,1127,1,1.0
779,1134,2,0.83
779,1129,3,0.65
779,1122,4,0.58
779,1135,5,0.38
779,1139,6,0.22
780,1198,1,1.0
780,1199,2,0.87
780,1208,3,0.67
781,1206,1,1.0
781,1208,2,0.84
781,1215,3,0.68
781,1200,4,0.54
782,1235,1,0.96
782,1229,2,0.85
782,1225,3,0.75
783,1187,1,1.0
783,1182,2,0.81
783,1191,3,0.67
784,1156,1,0.97
784,1190,2,0.85
784,1148,3,0.73
785,1134,1,0.97
785,1137,2,0.81
785,1136,3,0.72
785,1135,4,0.53
786,1201,1,0.97
786,1211,2,0.82
786,1221,3,0.67
786,1218,4,0.53
787,1232,1,1.0
787,1241,2,0.82
787,1239,3,0.74
787,1238,4,0.55
787,1230,5,0.45
787,1231,6,0.24
788,1000,1,0.97
788,1008,2,0.84
788,1005,3,0.7
788,1009,4,0.57
788,1001,5,0.43
788,1003,6,0.28
789,1269,1,0.95
789,1256,2,0.84
789,1257,3,0.74
789,1277,4,0.58
789,1274,5,0.44
789,1258,6,0.26
790,1252,1,1.0
790,1246,2,0.82
790,1251,3,0.69
790,1247,4,0.53
791,1225,1,0.99
791,1226,2,0.86
791,1240,3,0.66
791,1230,4,0.51
791,1237,5,0.4
792,1274,1,1.0
792,1263,2,0.8
792,1275,3,0.74
792,1268,4,0.57
793,1093,1,1.0
793,1113,2,0.89
793,1080,3,0.74
793,1103,4,0.6
793,1099,5,0.39
794,1124,1,0.98
794,1126,2,0.9
794,1128,3,0.66
794,1122,4,0.59
794,1123,5,0.45
794,1118,6,0.21
795,1225,1,0.97
795,1241,2,0.84
795,1232,3,0.68
795,1228,4,0.59
796,1211,1,1.0
796,1204,2,0.85
796,1196,3,0.72
796,1200,4,0.57
796,1218,5,0.42
797,1066,1,1.0
797,1018,2,0.82
797,1077,3,0.65
797,1069,4,0.58
797,1017,5,0.41
797,1055,6,0.27
798,1025,1,0.98
798,1054,2,0.85
798,1018,3,0.72
798,1066,4,0.53
799,1240,1,0.95
799,1234,2,0.88
799,1238,3,0.71
799,1241,4,0.59
800,1277,1,1.0
800,1265,2,0.9
800,1258,3,0.66
800,1264,4,0.59
800,1260,5,0.44
800,1276,6,0.22
801,1272,1,0.98
801,1274,2,0.83
801,1276,3,0.75
801,1265,4,0.57
801,1269,5,0.39
801,1270,6,0.23
802,1241,1,1.0
802,1230,2,0.89
802,1240,3,0.74
802,1227,4,0.51
802,1238,5,0.41
802,1239,6,0.28
803,1253,1,0.98
803,1249,2,0.82
803,1246,3,0.72
803,1251,4,0.57
804,1091,1,1.0
804,1108,2,0.88
804,1100,3,0.65
805,1009,1,1.0
805,1002,2,0.84
805,1007,3,0.69
806,1225,1,1.0
806,1239,2,0.82
806,1238,3,0.69
806,1226,4,0.57
806,1240,5,0.37
807,1242,1,1.0
807,1249,2,0.81
807,1248,3,0.71
807,1247,4,0.52
808,1036,1,0.96
808,1063,2,0.82
808,1037,3,0.73
808,1047,4,0.53
809,1277,1,0.99
809,1270,2,0.89
809,1261,3,0.66
809,1256,4,0.56
809,1258,5,0.36
809,1263,6,0.21
810,1130,1,0.98
810,1133,2,0.83
810,1142,3,0.71
811,1266,1,1.0
811,1255,2,0.88
811,1264,3,0.65
811,1272,4,0.53
811,1262,5,0.45
811,1265,6,0.27
812,1094,1,0.96
812,1109,2,0.85
812,1090,3,0.65
813,1247,1,1.0
813,1244,2,0.85
813,1254,3,0.68
813,1250,4,0.54
813,1253,5,0.39
814,1052,1,1.0
814,1054,2,0.88
814,1056,3,0.74
814,1076,4,0.57
814,1064,5,0.39
815,1090,1,1.0
815,1081,2,0.89
815,1086,3,0.73
816,1001,1,1.0
816,1004,2,0.87
816,1002,3,0.72
817,1170,1,0.95
817,1159,2,0.81
817,1148,3,0.7
817,1147,4,0.6
818,1132,1,0.99
818,1127,2,0.86
818,1126,3,0.72
818,1131,4,0.55
819,1003,1,1.0
819,1005,2,0.8
819,1006,3,0.71
819,1008,4,0.59
819,1007,5,0.38
819,1009,6,0.26
820,1262,1,1.0
820,1268,2,0.87
820,1263,3,0.72
821,1207,1,1.0
821,1214,2,0.84
821,1202,3,0.71
821,1193,4,0.51
822,1207,1,1.0
822,1206,2,0.89
822,1221,3,0.7
822,1224,4,0.57
822,1199,5,0.42
822,1218,6,0.21
823,1059,1,0.98
823,1024,2,0.82
823,1012,3,0.66
823,1077,4,0.55
823,1022,5,0.41
823,1019,6,0.29
824,1236,1,0.96
824,1235,2,0.88
824,1237,3,0.68
825,1263,1,0.97
825,1255,2,0.84
825,1266,3,0.66
825,1256,4,0.57
825,1276,5,0.37
825,1261,6,0.22
826,1196,1,0.96
826,1208,2,0.9
826,1217,3,0.65
827,1252,1,1.0
827,1244,2,0.88
827,1253,3,0.67
827,1251,4,0.53
827,1243,5,0.4
828,1170,1,1.0
828,1190,2,0.89
828,1169,3,0.71
829,1041,1,0.96
829,1010,2,0.87
829,1018,3,0.74
829,1019,4,0.59
829,1047,5,0.43
829,1040,6,0.26
830,1137,1,0.99
830,1134,2,0.87
830,1138,3,0.72
830,1140,4,0.54
830,1117,5,0.41
831,1004,1,1.0
831,1005,2,0.82
831,1008,3,0.66
831,1006,4,0.51
831,1002,5,0.36
831,1003,6,0.27
832,1009,1,1.0
832,1008,2,0.81
832,1006,3,0.69
832,1000,4,0.59
833,1212,1,1.0
833,1193,2,0.8
833,1195,3,0.66
833,1192,4,0.55
833,1205,5,0.43
833,1211,6,0.3
834,1040,1,1.0
834,1063,2,0.88
834,1039,3,0.74
834,1064,4,0.51
834,1017,5,0.42
835,1204,1,0.96
835,1214,2,0.8
835,1192,3,0.74
835,1203,4,0.53
836,1003,1,1.0
836,1000,2,0.85
836,1009,3,0.7
836,1005,4,0.56
836,1002,5,0.36
837,1082,1,1.0
837,1105,2,0.83
837,1097,3,0.75
838,1270,1,0.98
838,1273,2,0.88
838,1264,3,0.71
839,1013,1,1.0
839,1039,2,0.87
839,1015,3,0.69
839,1030,4,0.6
840,1254,1,0.97
840,1245,2,0.87
840,1249,3,0.73
840,1243,4,0.59
840,1247,5,0.37
841,1211,1,1.0
841,1218,2,0.88
841,1224,3,0.74
842,1221,1,0.98
842,1200,2,0.88
842,1217,3,0.74
842,1202,4,0.52
842,1223,5,0.35
842,1198,6,0.24
843,1228,1,1.0
843,1236,2,0.9
843,1237,3,0.73
843,1227,4,0.54
843,1226,5,0.4
843,1235,6,0.23
844,1150,1,1.0
844,1144,2,0.85
844,1162,3,0.66
844,1159,4,0.53
845,1143,1,1.0
845,1138,2,0.87
845,1120,3,0.7
846,1197,1,1.0
